filename,split
normalcolon138.png,train
inflammatory145.png,train
vascular247.png,train
normaleso63.png,train
inflammatory58.png,train
normalsb617.png,train
normalsb457.png,train
normaleso1.png,train
normaleso36.png,train
normaleso172.png,train
normalsb684.png,train
normalcolon77.png,train
normalsb677.png,train
normalsb510.png,train
vascular189.png,train
normalsb267.png,train
normalsb593.png,train
vascular221.png,train
polypoid28.png,train
normalsb582.png,train
normalsb156.png,train
normalsb418.png,train
inflammatory112.png,train
normalsb225.png,train
inflammatory225.png,train
normalsb708.png,train
normaleso123.png,train
normalsb507.png,train
normalcolon144.png,train
normaleso112.png,train
normalsb360.png,train
vascular082.png,train
normaleso127.png,train
normalsb300.png,train
normaleso193.png,train
normaleso107.png,train
normalsb224.png,train
normalsb337.png,train
normaleso88.png,train
normalsb600.png,train
inflammatory110.png,train
normalsb603.png,train
normaleso244.png,train
normaleso15.png,train
normalsb574.png,train
normaleso181.png,train
normalsb436.png,train
normaleso18.png,train
vascular147.png,train
normaleso271.png,train
normaleso241.png,train
normalcolon23.png,train
vascular110.png,train
vascular276.png,train
normalsb78.png,train
normalsb172.png,train
inflammatory85.png,train
vascular252.png,train
normalsb680.png,train
inflammatory62.png,train
normaleso26.png,train
inflammatory181.png,train
normalsb331.png,train
normalsb228.png,train
normalcolon36.png,train
vascular040.png,train
inflammatory6.png,train
normaleso197.png,train
normalsb110.png,train
normalsb591.png,train
vascular139.png,train
normaleso279.png,train
normaleso94.png,train
inflammatory37.png,train
inflammatory65.png,train
normalsb555.png,train
normalsb260.png,train
normaleso7.png,train
normaleso265.png,train
normalsb221.png,train
normalsb505.png,train
normaleso177.png,train
normalsb7.png,train
vascular253.png,train
inflammatory173.png,train
ampulla11.png,train
normalsb271.png,train
normalsb650.png,train
vascular220.png,train
normaleso224.png,train
normalsb414.png,train
normaleso183.png,train
vascular148.png,train
normalsb483.png,train
normalsb249.png,train
normalsb496.png,train
normalsb264.png,train
normaleso211.png,train
normalsb491.png,train
normaleso129.png,train
vascular078.png,train
normalsb177.png,train
vascular044.png,train
normalsb94.png,train
normalsb252.png,train
normalsb646.png,train
normalsb266.png,train
normalsb640.png,train
normalsb170.png,train
normalsb95.png,train
normalsb258.png,train
normalsb17.png,train
normalsb645.png,train
normaleso190.png,train
normalsb606.png,train
normalsb154.png,train
normalsb585.png,train
normalsb130.png,train
normalsb158.png,train
vascular101.png,train
normalsb92.png,train
vascular182.png,train
normaleso235.png,train
vascular160.png,train
normalsb3.png,train
vascular248.png,train
vascular056.png,train
normalsb313.png,train
normalsb25.png,train
vascular183.png,train
inflammatory164.png,train
normaleso266.png,train
normalsb142.png,train
normalsb695.png,train
normaleso46.png,train
normaleso216.png,train
normalsb587.png,train
vascular168.png,train
normalsb428.png,train
ampulla13.png,train
normalsb157.png,train
normalsb718.png,train
normalsb709.png,train
normalsb668.png,train
normaleso158.png,train
normalsb671.png,train
inflammatory59.png,train
vascular016.png,train
vascular021.png,train
vascular123.png,train
normalsb663.png,train
normaleso236.png,train
vascular085.png,train
normalsb350.png,train
normalsb408.png,train
normalsb77.png,train
vascular113.png,train
normalsb23.png,train
normaleso195.png,train
normaleso182.png,train
normalsb290.png,train
normaleso199.png,train
normalsb437.png,train
normalsb349.png,train
normalsb292.png,train
normaleso42.png,train
normalsb57.png,train
normalsb458.png,train
normalsb26.png,train
inflammatory151.png,train
normaleso240.png,train
vascular191.png,train
normalsb687.png,train
normalsb343.png,train
normalsb236.png,train
normalcolon50.png,train
vascular171.png,train
vascular298.png,train
normaleso60.png,train
normaleso191.png,train
normalsb482.png,train
normalsb465.png,train
normalsb392.png,train
inflammatory167.png,train
normalsb682.png,train
normaleso29.png,train
normaleso105.png,train
inflammatory162.png,train
vascular172.png,train
normalsb643.png,train
normalsb103.png,train
normaleso221.png,train
normalsb306.png,train
vascular046.png,train
normalsb498.png,train
normaleso267.png,train
normaleso89.png,train
polypoid31.png,train
normalsb666.png,train
normalsb104.png,train
normaleso22.png,train
normaleso80.png,train
inflammatory55.png,train
normalsb630.png,train
normalcolon125.png,train
normaleso75.png,train
normalsb123.png,train
normaleso125.png,train
normalsb450.png,train
inflammatory53.png,train
normalsb478.png,train
vascular227.png,train
normalsb594.png,train
inflammatory120.png,train
inflammatory57.png,train
normalsb477.png,train
polypoid15.png,train
normalsb178.png,train
normaleso261.png,train
inflammatory9.png,train
normalsb145.png,train
normalsb387.png,train
normalsb4.png,train
normalsb18.png,train
ampulla3.png,train
inflammatory222.png,train
vascular080.png,train
vascular072.png,train
normaleso97.png,train
normalsb588.png,train
normaleso52.png,train
normalsb707.png,train
inflammatory23.png,train
inflammatory203.png,train
normalsb245.png,train
normalsb319.png,train
normaleso67.png,train
normalcolon131.png,train
normalsb374.png,train
normaleso215.png,train
normalsb604.png,train
polypoid14.png,train
normaleso150.png,train
inflammatory159.png,train
inflammatory158.png,train
inflammatory5.png,train
normalsb638.png,train
normaleso45.png,train
vascular244.png,train
normalsb376.png,train
normalsb29.png,train
vascular104.png,train
vascular239.png,train
normalsb171.png,train
vascular045.png,train
normalsb395.png,train
normaleso20.png,train
normalsb127.png,train
normaleso87.png,train
normaleso166.png,train
normalsb576.png,train
normaleso155.png,train
normalsb659.png,train
normalsb497.png,train
normaleso44.png,train
normalsb549.png,train
normalcolon42.png,train
inflammatory87.png,train
inflammatory180.png,train
normaleso247.png,train
vascular114.png,train
normaleso219.png,train
normaleso132.png,train
normalsb519.png,train
vascular290.png,train
normaleso58.png,train
normalsb535.png,train
vascular240.png,train
normaleso262.png,train
normalsb384.png,train
vascular218.png,train
normalsb284.png,train
ampulla6.png,train
inflammatory154.png,train
normalcolon10.png,train
normalsb631.png,train
normalsb419.png,train
normalsb237.png,train
normalsb567.png,train
vascular018.png,train
vascular034.png,train
normalsb625.png,train
normaleso186.png,train
normalcolon9.png,train
normaleso153.png,train
normalsb201.png,train
normalsb658.png,train
normaleso272.png,train
normaleso173.png,train
ampulla17.png,train
normalsb222.png,train
normalsb538.png,train
inflammatory102.png,train
normalsb205.png,train
inflammatory157.png,train
normalsb239.png,train
normaleso254.png,train
inflammatory63.png,train
vascular179.png,train
normaleso140.png,train
normaleso83.png,train
normaleso238.png,train
normaleso55.png,train
inflammatory221.png,train
normalsb81.png,train
normalsb183.png,train
vascular279.png,train
normaleso144.png,train
normaleso196.png,train
inflammatory70.png,train
normalsb339.png,train
normalsb703.png,train
normalsb265.png,train
normalsb529.png,train
normaleso111.png,train
vascular149.png,train
normaleso66.png,train
normalsb362.png,train
normalsb182.png,train
normaleso230.png,train
normaleso174.png,train
normalsb341.png,train
normaleso110.png,train
inflammatory49.png,train
normalsb366.png,train
inflammatory81.png,train
normaleso208.png,train
vascular129.png,train
normalsb572.png,train
normalsb28.png,train
normaleso163.png,train
normaleso23.png,train
normalsb700.png,train
normaleso243.png,train
normalsb618.png,train
vascular256.png,train
normalsb24.png,train
normalsb461.png,train
vascular122.png,train
normalsb432.png,train
normalsb219.png,train
vascular296.png,train
normaleso143.png,train
vascular033.png,train
inflammatory150.png,train
normaleso200.png,train
normalsb359.png,train
normaleso24.png,train
vascular184.png,train
vascular257.png,train
vascular232.png,train
normaleso120.png,train
inflammatory208.png,train
normalsb203.png,train
normalsb676.png,train
normalsb586.png,train
normalsb569.png,train
normaleso159.png,train
vascular105.png,train
normalsb124.png,train
normalsb301.png,train
normalsb74.png,train
normalsb568.png,train
ampulla18.png,train
normalsb657.png,train
vascular108.png,train
normaleso10.png,train
normalsb455.png,train
normalsb620.png,train
vascular027.png,train
vascular185.png,train
normaleso278.png,train
normaleso142.png,train
vascular303.png,train
normaleso77.png,train
normaleso41.png,train
normalsb605.png,val
normalsb385.png,val
normaleso5.png,val
polypoid29.png,val
normalsb240.png,val
inflammatory179.png,val
normalcolon160.png,val
normaleso8.png,val
normalsb27.png,val
normalsb719.png,val
normalsb699.png,val
normaleso171.png,val
normalsb548.png,val
normalsb686.png,val
normalsb515.png,val
normalsb61.png,val
normalsb287.png,val
normalcolon64.png,val
inflammatory98.png,val
normalsb208.png,val
vascular300.png,val
vascular245.png,val
normaleso167.png,val
vascular087.png,val
normaleso28.png,val
normalsb561.png,val
polypoid9.png,val
normalsb396.png,val
normalsb211.png,val
normaleso213.png,val
normalsb577.png,val
normaleso152.png,val
normaleso109.png,val
normalsb209.png,val
normalsb584.png,val
normaleso210.png,val
normaleso138.png,val
normaleso204.png,val
ampulla7.png,val
normaleso108.png,val
inflammatory101.png,val
vascular271.png,val
normalsb691.png,val
normaleso31.png,val
normalsb101.png,val
normaleso81.png,val
vascular186.png,val
vascular028.png,val
inflammatory21.png,val
normalsb639.png,val
normaleso135.png,val
normalsb476.png,val
normalsb238.png,val
normalsb653.png,val
normaleso237.png,val
normalsb557.png,val
polypoid38.png,val
normalsb206.png,val
normalsb10.png,val
normalsb279.png,val
normalsb365.png,val
vascular066.png,val
normalsb520.png,val
normalsb136.png,val
normaleso149.png,val
normalcolon13.png,val
vascular083.png,test
normalsb694.png,test
normaleso59.png,test
vascular286.png,test
normaleso161.png,test
normaleso148.png,test
inflammatory161.png,test
vascular049.png,test
normalcolon81.png,test
normaleso38.png,test
normaleso39.png,test
normaleso64.png,test
normalsb416.png,test
normaleso228.png,test
polypoid34.png,test
normaleso113.png,test
vascular187.png,test
normalsb207.png,test
polypoid18.png,test
normalsb126.png,test
vascular107.png,test
normalsb317.png,test
ampulla4.png,test
normaleso47.png,test
vascular135.png,test
normaleso242.png,test
normalsb388.png,test
normalsb55.png,test
normalsb636.png,test
normaleso280.png,test
vascular005.png,test
vascular164.png,test
inflammatory79.png,test
normalsb286.png,test
inflammatory200.png,test
normalsb612.png,test
ampulla1.png,test
vascular006.png,test
normalsb527.png,test
normalsb308.png,test
normalsb528.png,test
inflammatory84.png,test
normaleso206.png,test
normaleso231.png,test
vascular098.png,test
normaleso27.png,test
normaleso130.png,test
normalsb181.png,test
normaleso53.png,test
ampulla2.png,test
normalsb378.png,test
normaleso207.png,test
inflammatory184.png,test
inflammatory204.png,test
normalsb637.png,test
inflammatory48.png,test
polypoid33.png,test
normaleso91.png,test
normalsb556.png,test
normalsb504.png,test
vascular138.png,test
normaleso184.png,test
normalsb698.png,test
normalsb590.png,test
normaleso165.png,test
normaleso198.png,test
vascular068.png,test
normalsb471.png,test
normalsb213.png,test
vascular151.png,test
normalsb672.png,test
normaleso114.png,test
normalcolon76.png,test
normaleso164.png,test
